Ranking,Token,Palabra,Frecuencia,FrecuenciaRelativa,Porcentaje,FrecuenciaAcumulada,CoberturaAcumulada
204,739,http,55688,0.0003505253,0.035053,74266934,46.746952
205,740,sentido,55477,0.0003491972,0.034920,74322411,46.781872
206,741,español,55432,0.0003489140,0.034891,74377843,46.816763
207,742,presidente,55266,0.0003478691,0.034787,74433109,46.851550
208,743,nos,55186,0.0003473655,0.034737,74488295,46.886287
209,744,segunda,54990,0.0003461318,0.034613,74543285,46.920900
210,745,algunas,54905,0.0003455968,0.034560,74598190,46.955459
211,746,tal,54904,0.0003455905,0.034559,74653094,46.990018
212,747,río,54578,0.0003435385,0.034354,74707672,47.024372
213,748,junio,53452,0.0003364510,0.033645,74761124,47.058017
214,749,derechos,53246,0.0003351543,0.033515,74814370,47.091533
215,750,agua,52433,0.0003300369,0.033004,74866803,47.124537
216,751,luego,52218,0.0003286836,0.032868,74919021,47.157405
217,752,misma,52041,0.0003275695,0.032757,74971062,47.190162
218,753,pues,51988,0.0003272359,0.032724,75023050,47.222885
219,754,estadounidense,51947,0.0003269778,0.032698,75074997,47.255583
220,755,debe,51894,0.0003266442,0.032664,75126891,47.288248
221,756,muchos,51775,0.0003258952,0.032590,75178666,47.320837
222,757,ante,51749,0.0003257315,0.032573,75230415,47.353410
223,758,zona,51621,0.0003249258,0.032493,75282036,47.385903
224,759,total,51583,0.0003246866,0.032469,75333619,47.418372
225,760,mayo,51468,0.0003239628,0.032396,75385087,47.450768
226,761,base,51207,0.0003223199,0.032232,75436294,47.483000
227,762,ello,51152,0.0003219737,0.032197,75487446,47.515197
228,763,punto,51114,0.0003217345,0.032173,75538560,47.547371
229,764,grandes,51113,0.0003217282,0.032173,75589673,47.579543
230,765,cuatro,51075,0.0003214890,0.032149,75640748,47.611692
231,766,datos,50993,0.0003209729,0.032097,75691741,47.643790
232,767,todas,50951,0.0003207085,0.032071,75742692,47.675860
233,768,momento,50950,0.0003207022,0.032070,75793642,47.707931
234,769,sí,50919,0.0003205071,0.032051,75844561,47.739981
235,770,varios,50734,0.0003193426,0.031934,75895295,47.771916
236,771,junto,50399,0.0003172340,0.031723,75945694,47.803639
237,772,proyecto,50052,0.0003150498,0.031505,75995746,47.835144
238,773,cambio,49997,0.0003147036,0.031470,76045743,47.866614
239,774,on,49932,0.0003142945,0.031429,76095675,47.898044
240,775,mayoría,49919,0.0003142127,0.031421,76145594,47.929465
241,776,esa,49831,0.0003136587,0.031366,76195425,47.960831
242,777,espacio,49814,0.0003135517,0.031355,76245239,47.992186
243,778,acuerdo,49735,0.0003130545,0.031305,76294974,48.023492
244,779,artículo,49387,0.0003108640,0.031086,76344361,48.054578
245,780,grupos,49382,0.0003108325,0.031083,76393743,48.085661
246,781,encuentra,49358,0.0003106815,0.031068,76443101,48.116729
247,782,segundo,49198,0.0003096744,0.030967,76492299,48.147697
248,783,ley,49138,0.0003092967,0.030930,76541437,48.178627
249,784,época,48299,0.0003040157,0.030402,76589736,48.209028
250,785,septiembre,48295,0.0003039905,0.030399,76638031,48.239427
251,786,mundial,47996,0.0003021084,0.030211,76686027,48.269638
252,787,serie,47960,0.0003018818,0.030188,76733987,48.299826
253,788,capital,47954,0.0003018441,0.030184,76781941,48.330011
254,789,respecto,47910,0.0003015671,0.030157,76829851,48.360167
255,790,cuales,47437,0.0002985898,0.029859,76877288,48.390026
256,791,eran,47423,0.0002985017,0.029850,76924711,48.419876
257,792,américa,47251,0.0002974191,0.029742,76971962,48.449618
258,793,campo,47158,0.0002968337,0.029683,77019120,48.479302
259,794,final,47157,0.0002968274,0.029683,77066277,48.508984
260,795,frente,47122,0.0002966071,0.029661,77113399,48.538645
261,796,estaba,47017,0.0002959462,0.029595,77160416,48.568240
262,797,chile,47004,0.0002958643,0.029586,77207420,48.597826
263,798,largo,46796,0.0002945551,0.029456,77254216,48.627282
264,799,poco,46659,0.0002936928,0.029369,77300875,48.656651
265,800,modo,46451,0.0002923835,0.029238,77347326,48.685889
266,801,relaciones,46440,0.0002923143,0.029231,77393766,48.715121
267,802,www,46279,0.0002913009,0.029130,77440045,48.744251
268,803,hacer,46276,0.0002912820,0.029128,77486321,48.773379
269,804,rey,46233,0.0002910113,0.029101,77532554,48.802480
270,805,principal,46153,0.0002905078,0.029051,77578707,48.831531
271,806,abril,46138,0.0002904133,0.029041,77624845,48.860572
272,807,real,45998,0.0002895321,0.028953,77670843,48.889526
273,808,modelo,45977,0.0002893999,0.028940,77716820,48.918466
274,809,resultados,45696,0.0002876312,0.028763,77762516,48.947229
275,810,familia,45688,0.0002875808,0.028758,77808204,48.975987
276,811,orden,45618,0.0002871402,0.028714,77853822,49.004701
277,812,with,45536,0.0002866241,0.028662,77899358,49.033363
278,813,maría,45529,0.0002865800,0.028658,77944887,49.062021
279,814,provincia,45503,0.0002864164,0.028642,77990390,49.090663
280,815,madrid,45168,0.0002843077,0.028431,78035558,49.119094
281,816,as,45037,0.0002834832,0.028348,78080595,49.147442
282,817,construcción,44678,0.0002812234,0.028122,78125273,49.175564
283,818,muerte,44631,0.0002809276,0.028093,78169904,49.203657
284,819,cómo,44606,0.0002807702,0.028077,78214510,49.231734
285,820,agosto,44591,0.0002806758,0.028068,78259101,49.259802
286,821,referencias,44572,0.0002805562,0.028056,78303673,49.287857
287,822,mejor,44487,0.0002800212,0.028002,78348160,49.315859
288,823,is,44486,0.0002800149,0.028001,78392646,49.343861
289,824,mi,44482,0.0002799897,0.027999,78437128,49.371860
290,825,buenos,44333,0.0002790519,0.027905,78481461,49.399765
291,826,sea,44307,0.0002788882,0.027889,78525768,49.427654
292,827,toda,44272,0.0002786679,0.027867,78570040,49.455521
293,828,políticas,44014,0.0002770439,0.027704,78614054,49.483225
294,829,origen,43954,0.0002766663,0.027667,78658008,49.510892
295,830,tener,43807,0.0002757410,0.027574,78701815,49.538466
296,831,octubre,43708,0.0002751178,0.027512,78745523,49.565978
297,832,control,43511,0.0002738778,0.027388,78789034,49.593365
298,833,ii,43462,0.0002735694,0.027357,78832496,49.620722
299,834,qué,43379,0.0002730470,0.027305,78875875,49.648027
300,835,tuvo,43292,0.0002724993,0.027250,78919167,49.675277
301,836,cultural,43188,0.0002718447,0.027184,78962355,49.702461
302,837,incluso,42863,0.0002697990,0.026980,79005218,49.729441
303,838,tierra,42601,0.0002681499,0.026815,79047819,49.756256
304,839,ella,42519,0.0002676337,0.026763,79090338,49.783020
305,840,principales,42396,0.0002668595,0.026686,79132734,49.809706
306,841,figura,42313,0.0002663371,0.026634,79175047,49.836339
307,842,that,42115,0.0002650908,0.026509,79217162,49.862848
308,843,posible,42113,0.0002650782,0.026508,79259275,49.889356
309,844,valor,42054,0.0002647068,0.026471,79301329,49.915827
310,845,lado,41957,0.0002640962,0.026410,79343286,49.942236
311,846,te,41871,0.0002635549,0.026355,79385157,49.968592
312,847,casa,41709,0.0002625352,0.026254,79426866,49.994845
313,848,último,41659,0.0002622205,0.026222,79468525,50.021068
314,849,marzo,41331,0.0002601559,0.026016,79509856,50.047083
315,850,millones,41304,0.0002599860,0.025999,79551160,50.073082
316,851,obras,41266,0.0002597468,0.025975,79592426,50.099056
317,852,central,41233,0.0002595391,0.025954,79633659,50.125010
318,853,días,41069,0.0002585068,0.025851,79674728,50.150861
319,854,aires,40985,0.0002579780,0.025798,79715713,50.176659
320,855,edad,40983,0.0002579655,0.025797,79756696,50.202455
321,856,siempre,40978,0.0002579340,0.025793,79797674,50.228249
322,857,ciencias,40741,0.0002564422,0.025644,79838415,50.253893
323,858,teoría,40701,0.0002561904,0.025619,79879116,50.279512
324,859,casos,40689,0.0002561149,0.025611,79919805,50.305123
325,860,tan,40563,0.0002553218,0.025532,79960368,50.330656
326,861,organización,40558,0.0002552903,0.025529,80000926,50.356185
327,862,arte,40485,0.0002548308,0.025483,80041411,50.381668
328,863,movimiento,40382,0.0002541825,0.025418,80081793,50.407086
329,864,línea,40350,0.0002539811,0.025398,80122143,50.432484
330,865,do,40339,0.0002539118,0.025391,80162482,50.457875
331,866,unos,40207,0.0002530810,0.025308,80202689,50.483183
332,867,condiciones,40114,0.0002524956,0.025250,80242803,50.508433
333,868,salud,40066,0.0002521934,0.025219,80282869,50.533652
334,869,género,39988,0.0002517025,0.025170,80322857,50.558823
335,870,santa,39652,0.0002495875,0.024959,80362509,50.583781
336,871,territorio,39629,0.0002494428,0.024944,80402138,50.608726
337,872,veces,39397,0.0002479825,0.024798,80441535,50.633524
338,873,instituto,39204,0.0002467676,0.024677,80480739,50.658201
339,874,propia,39031,0.0002456787,0.024568,80519770,50.682768
340,875,formas,38911,0.0002449234,0.024492,80558681,50.707261
341,876,público,38695,0.0002435638,0.024356,80597376,50.731617
342,877,noviembre,38567,0.0002427581,0.024276,80635943,50.755893
343,878,república,38469,0.0002421412,0.024214,80674412,50.780107
344,879,conjunto,38468,0.0002421349,0.024213,80712880,50.804321
345,880,casi,38458,0.0002420720,0.024207,80751338,50.828528
346,881,comunidad,38453,0.0002420405,0.024204,80789791,50.852732
347,882,acceso,38223,0.0002405928,0.024059,80828014,50.876791
348,883,cuerpo,38219,0.0002405676,0.024057,80866233,50.900848
